content_id,description,llm_policy_id,llm_policy_name,llm_severity_tier,llm_confidence,llm_reasoning
CNT-0489,Reupload of Content glorifying a drug cartel leader and their lifestyle - viewer,POL-DRUG,Recreational Drugs,RED,HIGH,"The content explicitly states 'glorifying a drug cartel leader and their lifestyle,' which directly promotes drug trafficking organizations and glorifies illegal drug-related activities."
CNT-0489,Reupload of Content glorifying a drug cartel leader and their lifestyle - viewer,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Glorifying a drug cartel leader and their lifestyle promotes illegal and harmful behavior, which is considered negative and inappropriate content for children."
CNT-0156,New upload: Animated content for kids featuring adult horror characters like Mom,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content is described as 'animated content for kids' but features 'adult horror characters like Momo', which directly falls under 'Adult themes disguised as kids content' in the RED tier."
CNT-0422,Full video: Content glorifying a drug cartel leader and their lifestyle | unedit,POL-DRUG,Recreational Drugs,RED,HIGH,"The content explicitly states it is 'glorifying a drug cartel leader and their lifestyle,' which directly promotes drug trafficking organizations and their associated illegal activities, falling under the RED tier."
CNT-0422,Full video: Content glorifying a drug cartel leader and their lifestyle | unedit,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"Glorifying a drug cartel leader and their lifestyle promotes dangerous and illegal acts, aligning with the 'Content glorifying dangerous acts' criteria in the RED tier."
CNT-0338,Part 2: Video titled 'how to end your life with dignity' with instructions - vie,POL-CONTROV,Controversial Issues,RED,HIGH,"The content explicitly provides instructions on 'how to end your life,' which directly falls under the promotion of self-harm or suicide."
CNT-0486,Trending: Woman breastfeeding her infant in a parenting vlog - viewer discretion,POL-ADULT,Adult Content,GREEN,HIGH,"The content description explicitly states 'Woman breastfeeding her infant', which is categorized as 'breastfeeding with child present' and falls under the GREEN tier for ads eligibility."
CNT-0408,Content selling merchandise themed around a recent terrorist attack #trending,POL-SENSIT,Sensitive Events,RED,HIGH,"The content is selling merchandise themed around a recent terrorist attack, which directly falls under profiting from or exploiting sensitive events."
CNT-0278,New upload: Video about phone jailbreaking and custom ROM installation - viewer ,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content describes phone jailbreaking and custom ROM installation, which involves gaining unauthorized access to a device's operating system and bypassing manufacturer security measures. This directly aligns with 'Content teaching unauthorized access' which is a RED tier violation."
CNT-0364,New upload: Video showing how to break into houses using lockpicking tools | une,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content explicitly shows 'how to break into houses', which glorifies and instructs dangerous and illegal acts, fitting the RED tier for promoting dangerous acts."
CNT-0364,New upload: Video showing how to break into houses using lockpicking tools | une,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The video directly teaches 'how to break into houses using lockpicking tools', which constitutes teaching unauthorized access and promoting trespassing, aligning with the RED tier."
CNT-0238,Viewer requested: Sex education video explaining contraception methods with diag,POL-ADULT,Adult Content,GREEN,HIGH,"The content is described as a non-graphic sex education video explaining contraception methods with diagrams, which is explicitly listed as eligible for ads under 'non-graphic sex education'."
CNT-0238,Viewer requested: Sex education video explaining contraception methods with diag,POL-CONTROV,Controversial Issues,YELLOW,MEDIUM,"While presented as educational, contraception can be considered a sensitive or controversial topic for some audiences, and educational content on such issues often falls into the yellow tier for 'Artistic, educational, documentary representation of controversial issues'."
CNT-0170,Viewer requested: Prank video where friends pretend to be caught in sexual situa,POL-ADULT,Adult Content,YELLOW,HIGH,"The content description explicitly mentions a 'prank video where friends pretend to be caught in sexual situation,' which directly aligns with the 'pranks with sexual themes' criteria in the YELLOW tier."
CNT-0005,Vlog intro music containing the word 'damn' in lyrics,POL-LANG,Inappropriate Language,GREEN,HIGH,"The content includes the word 'damn' in the lyrics, which is explicitly listed as mild profanity falling under the GREEN tier for advertiser-friendliness."
CNT-0373,Comedy sketch where host says 'what the hell' and 'damn' throughout | unedited,POL-LANG,Inappropriate Language,GREEN,HIGH,"The content uses mild profanity such as 'hell' and 'damn' throughout a comedy sketch, which is explicitly categorized as Green tier for ads eligibility."
CNT-0314,Full video: Influencer promoting herbal cigarettes as a healthy alternative - fu,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content features an influencer promoting herbal cigarettes, which are explicitly listed as a tobacco-related product in the policy, fitting the 'promoting tobacco and tobacco-related products' criteria."
CNT-0316,Reupload of Review comparing different vaping juice flavors and nicotine levels,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content is a review comparing vaping juice flavors and nicotine levels, which directly promotes tobacco-related products like vape pens and e-cigarettes, falling under the YELLOW tier for tobacco content."
CNT-0202,Part 2: Boxing match at professional arena with visible face punches - full vers,POL-VIOL,Violence,YELLOW,HIGH,"The content depicts a professional boxing match with visible face punches, which constitutes real-world violence that goes beyond mild depictions, even within a sporting context."
CNT-0268,Extended cut: Content promoting anti-vaccination conspiracy theories as facts - ,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content explicitly promotes anti-vaccination conspiracy theories as facts, which directly falls under the RED tier for 'Promoting anti-vaccination' and 'Denying medical conditions'."
CNT-0033,Reupload of Graphic depiction of violence between children in schoolyard,POL-VIOL,Violence,RED,HIGH,"The content explicitly describes a 'Graphic depiction of violence' and involves 'children', which aligns with the highest severity tier for ultra graphic violent acts and violence targeting minors."
CNT-0033,Reupload of Graphic depiction of violence between children in schoolyard,POL-SHOCK,Shocking Content,RED,HIGH,"A 'Graphic depiction of violence between children' is inherently highly shocking and gruesome, aligning with the RED tier for content whose sole purpose is to shock or present extreme injuries."
CNT-0033,Reupload of Graphic depiction of violence between children in schoolyard,POL-CONTROV,Controversial Issues,RED,HIGH,"The 'graphic depiction of violence between children' falls under the RED tier for controversial issues, specifically 'descriptive child abuse content' due to the graphic nature and involvement of minors."
CNT-0033,Reupload of Graphic depiction of violence between children in schoolyard,POL-SENSIT,Sensitive Events,RED,MEDIUM,"If the graphic violence between children is a real-world event, reuploading it could be seen as exploiting a sensitive event, placing it in the RED tier. The term 'reupload' suggests it might be a real event."
CNT-0033,Reupload of Graphic depiction of violence between children in schoolyard,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Graphic violence involving children is highly inappropriate for kids and could be considered an adult theme disguised as kids content, aligning with the RED tier."
CNT-0456,New upload: Tutorial on cleaning and maintaining a hunting rifle,POL-FIRE,Firearms,GREEN,HIGH,"The content describes a tutorial on cleaning and maintaining a hunting rifle, which aligns with the green tier description for 'Firearm assembly for repair or maintenance'."
CNT-0097,Viewer requested: Person shooting targets in their backyard near residential are,POL-FIRE,Firearms,YELLOW,HIGH,"The content describes the use of firearms in a backyard near a residential area, which is considered an uncontrolled environment for shooting and aligns with the yellow tier of the firearms policy."
CNT-0329,Dermatologist explaining ear wax removal procedure educationally - full version,POL-SHOCK,Shocking Content,GREEN,HIGH,"The content describes a dermatologist explaining an ear wax removal procedure educationally, which falls under medical procedures that are educational and are ads eligible."
CNT-0261,Guide on creating fake government identification documents | unedited,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly provides a 'Guide on creating fake government identification documents,' which directly falls under the 'Fake ID creation' example listed in the RED tier for enabling dishonest behavior."
CNT-0492,Personal recovery story from someone who overcame bulimia,POL-CONTROV,Controversial Issues,YELLOW,HIGH,"The content describes an eating disorder recovery story, which is explicitly listed under the YELLOW tier for Controversial Issues."
CNT-0101,Viewer requested: Tutorial on how to convert semi-automatic rifle to fully autom,POL-FIRE,Firearms,RED,HIGH,"The content provides a tutorial on how to convert a semi-automatic rifle to fully automatic, which is explicitly listed under the RED tier as 'Gun creation or modification instructions' and involves 'automatic weapons'."
CNT-0101,Viewer requested: Tutorial on how to convert semi-automatic rifle to fully autom,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The tutorial promotes and instructs on a highly dangerous and often illegal act (converting a semi-automatic to fully automatic), which falls under 'Content glorifying dangerous acts' in the RED tier."
CNT-0421,Personal story about recovering from opioid addiction - full version,POL-DRUG,Recreational Drugs,GREEN,HIGH,"The content is a personal story about recovering from opioid addiction, which directly falls under the 'Drug addiction recovery stories' example in the GREEN tier."
CNT-0321,Part 2: Home video of person accidentally walking into glass door (2024),POL-VIOL,Violence,GREEN,HIGH,"The content describes an accident without specifying graphic injury, aligning with the green tier for 'Accidents with no exposed injury'."
CNT-0321,Part 2: Home video of person accidentally walking into glass door (2024),POL-SHOCK,Shocking Content,GREEN,HIGH,"The description of an accidental incident without graphic details fits the green tier for 'Accidents with no exposed injury', which is light or moderately shocking."
CNT-0321,Part 2: Home video of person accidentally walking into glass door (2024),POL-HARM,Harmful Acts & Unreliable Content,GREEN,HIGH,"This content describes an accidental 'fail' event. Without mention of graphic injuries, it aligns with the green tier for 'Fail compilations without graphic injuries'."
CNT-0299,Extended cut: Urban exploration of abandoned hospital with documented permission,POL-DISHON,Enabling Dishonest Behavior,GREEN,HIGH,"The content involves exploring abandoned buildings, which is typically associated with trespassing, but explicitly states 'with documented permission', aligning with the GREEN tier for this activity."
CNT-0021,New upload: Hunting video where the moment of kill is indiscernible in the dista,POL-VIOL,Violence,GREEN,HIGH,"The content depicts hunting, which involves violence, but explicitly states the moment of kill is indiscernible, indicating a non-graphic depiction that aligns with mild violence."
CNT-0021,New upload: Hunting video where the moment of kill is indiscernible in the dista,POL-FIRE,Firearms,YELLOW,MEDIUM,"A hunting video strongly implies the use of firearms, and hunting typically occurs outside of a controlled environment like a shooting range, which falls under the yellow tier."
CNT-0271,Part 2: Personal recovery story from someone who overcame bulimia,POL-CONTROV,Controversial Issues,YELLOW,HIGH,"The content describes a personal recovery story from bulimia, which directly aligns with the 'Eating disorder recovery stories' example provided in the YELLOW tier for Controversial Issues."
CNT-0184,New upload: Content glorifying gang violence and encouraging retaliation #trendi,POL-VIOL,Violence,RED,HIGH,"The content description explicitly states 'glorifying gang violence and encouraging retaliation,' which falls under the RED tier for 'incitement or glorification of violence'."
CNT-0184,New upload: Content glorifying gang violence and encouraging retaliation #trendi,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"Glorifying gang violence and encouraging retaliation constitutes 'Content glorifying dangerous acts,' which is classified as RED."
CNT-0184,New upload: Content glorifying gang violence and encouraging retaliation #trendi,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content glorifying violence and encouraging retaliation is highly inappropriate for children and promotes negative behavior, aligning with the RED tier."
CNT-0491,Video claiming COVID-19 vaccines contain microchips (2024),POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes COVID-19 misinformation by claiming vaccines contain microchips, which falls under denying medical conditions and promoting anti-vaccination."
CNT-0497,Part 2: Video encouraging kids to bully other students as a prank | unedited,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content explicitly encourages kids to bully other students, which directly falls under promoting negative behavior for kids, including bullying."
CNT-0497,Part 2: Video encouraging kids to bully other students as a prank | unedited,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"Encouraging bullying is considered glorifying dangerous acts, as bullying can cause significant emotional and psychological harm to victims."
CNT-0497,Part 2: Video encouraging kids to bully other students as a prank | unedited,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The video encourages bullying, which is a form of content that harasses, intimidates, and demeans individuals or groups."
CNT-0245,Viewer requested: Video encouraging kids to bully other students as a prank #tre,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content explicitly encourages kids to bully other students, which is a negative behavior for kids and falls under the 'promoting negative behavior for kids including bullying' guideline."
CNT-0245,Viewer requested: Video encouraging kids to bully other students as a prank #tre,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The content encourages bullying, which is a form of harassment and intimidation, aligning with the 'content that harasses, intimidates, or bullies' guideline."
CNT-0396,Viewer requested: Political debate using offensive language about ethnic minorit,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"The content involves a political debate using offensive language specifically targeting ethnic minorities, which constitutes statements disparaging protected groups."
CNT-0025,Movie scene showing character with visibly broken bones and blood #trending,POL-VIOL,Violence,YELLOW,HIGH,"The content describes a movie scene with 'visibly broken bones and blood,' which falls under dramatized content with severe shocking elements, aligning with the YELLOW tier for violence."
CNT-0025,Movie scene showing character with visibly broken bones and blood #trending,POL-SHOCK,Shocking Content,YELLOW,HIGH,"The description of 'visibly broken bones and blood' in a movie scene constitutes shocking content with graphic images that are unobscured but presented within a general context, fitting the YELLOW tier."
CNT-0085,Part 2: Music video with rapper shown briefly near a bag of white powder,POL-DRUG,Recreational Drugs,GREEN,HIGH,"The music video features a brief, fleeting depiction of what appears to be illegal drugs, which aligns with the green tier for recreational drugs in music videos."
CNT-0017,Extended cut: Documentary about World War 2 showing fully blurred archival bodie,POL-VIOL,Violence,GREEN,HIGH,"The content is a documentary about World War 2 showing 'fully blurred archival bodies,' which aligns with the green tier for non-graphic dead bodies fully obscured or in an educational context."
CNT-0017,Extended cut: Documentary about World War 2 showing fully blurred archival bodie,POL-SHOCK,Shocking Content,GREEN,HIGH,"The content is a documentary showing 'fully blurred archival bodies' in an educational context, which falls under light or moderately shocking content that is obscured or shown in a documentary context."
CNT-0017,Extended cut: Documentary about World War 2 showing fully blurred archival bodie,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content is a documentary about World War 2, a sensitive historical event, and is presented in a non-exploitative manner, aligning with the green tier for discussions or documentary content about sensitive events."
CNT-0086,GTA gameplay where character completes drug dealing mission - viewer discretion ,POL-DRUG,Recreational Drugs,GREEN,HIGH,"The content explicitly describes 'GTA gameplay where character completes drug dealing mission', which falls under the 'Gaming content with drug deals' tier, classified as GREEN."
CNT-0086,GTA gameplay where character completes drug dealing mission - viewer discretion ,POL-VIOL,Violence,GREEN,MEDIUM,"GTA gameplay inherently involves violence. Without specific details about graphicness or placement, it aligns with 'unedited gameplay violence after first 15 seconds' or 'mild violence with minimal blood', which are GREEN."
CNT-0386,Public debate about immigration policy without hateful rhetoric #trending,POL-CONTROV,Controversial Issues,GREEN,HIGH,"The content describes a public debate about immigration policy, which is a controversial issue. However, it explicitly states 'without hateful rhetoric' and does not mention graphic content, aligning it with the green tier for discussions of such topics."
CNT-0154,Tutorial on how to install spyware on someone's phone secretly,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content provides a tutorial on how to secretly install spyware, which constitutes teaching unauthorized access to a person's device and enabling hacking to track or monitor them."
CNT-0154,Tutorial on how to install spyware on someone's phone secretly,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,The tutorial promotes and enables a harmful act (installing spyware) that violates an individual's privacy and can cause significant emotional distress and security risks.
CNT-0267,Trending: Urban exploration of abandoned hospital with documented permission,POL-DISHON,Enabling Dishonest Behavior,GREEN,HIGH,"The content describes urban exploration of an abandoned building with documented permission, which is explicitly listed as a green tier example for this policy."
CNT-0318,Trending: Video harassing and intimidating a small business owner repeatedly (20,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"The content describes repeated harassment and intimidation of a small business owner, which directly falls under the policy against hate or harassment towards individuals."
CNT-0318,Trending: Video harassing and intimidating a small business owner repeatedly (20,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The content explicitly describes harassing and intimidating an individual, which is covered by the incendiary and demeaning content policy."
CNT-0469,Discussion video about proposed gun control legislation | unedited,POL-FIRE,Firearms,GREEN,HIGH,"The content is a discussion about gun control legislation, which is explicitly listed as an ads-eligible topic under the Firearms policy."
CNT-0469,Discussion video about proposed gun control legislation | unedited,POL-CONTROV,Controversial Issues,GREEN,HIGH,"The content is a discussion about a potentially controversial topic (gun control legislation) in a non-graphic, non-exploitative manner, which aligns with the green tier for controversial issues."
CNT-0367,Full video: Dance video with deliberate camera zoom on sexual body parts | unedi,POL-ADULT,Adult Content,RED,HIGH,"The content explicitly describes a 'deliberate camera zoom on sexual body parts' throughout the unedited video, which is considered sexually arousing content and falls under the 'erotic dancing' or 'exposed or minimally covered sexual body parts' categories."
CNT-0096,New upload: Airsoft team competition video with proper protective equipment,POL-FIRE,Firearms,GREEN,HIGH,"The content describes an airsoft team competition with proper protective equipment, which aligns with the 'Responsible use of airsoft' guideline in the GREEN tier."
CNT-0096,New upload: Airsoft team competition video with proper protective equipment,POL-VIOL,Violence,GREEN,MEDIUM,"Airsoft involves simulated combat, but the mention of 'proper protective equipment' indicates a controlled, sporting context, fitting within the 'mild violence' or 'dramatized non-graphic' categories."
CNT-0096,New upload: Airsoft team competition video with proper protective equipment,POL-HARM,Harmful Acts & Unreliable Content,GREEN,MEDIUM,"Airsoft is a physical activity that could be considered a 'slightly dangerous act,' but the 'team competition' and 'proper protective equipment' indicate a controlled environment, aligning with the GREEN tier."
CNT-0094,Part 2: Tutorial on cleaning and maintaining a hunting rifle (2024),POL-FIRE,Firearms,GREEN,HIGH,"The content is a tutorial on cleaning and maintaining a hunting rifle, which falls under 'Firearm assembly for repair or maintenance' in the green tier."
CNT-0328,Viewer requested: Tutorial on how to install spyware on someone's phone secretly,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content provides a tutorial on how to secretly install spyware on someone's phone, which directly teaches unauthorized access and hacking to track or monitor individuals."
CNT-0157,New upload: Dermatologist explaining ear wax removal procedure educationally - v,POL-SHOCK,Shocking Content,GREEN,HIGH,"The content describes an educational explanation of an ear wax removal procedure by a dermatologist, which falls under 'Medical or cosmetic procedures that are educational' in the green tier. The 'viewer discretion advised' suggests it might be mildly unsettling for some, but the primary educational context keeps it in the green tier."
CNT-0134,New upload: Video encouraging kids to bully other students as a prank (2024),POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content encourages kids to engage in bullying as a prank, which constitutes glorifying dangerous acts and pranks causing extreme emotional distress, aligning with the RED tier."
CNT-0134,New upload: Video encouraging kids to bully other students as a prank (2024),POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content directly promotes negative behavior for kids, specifically bullying, which is explicitly listed as a RED tier violation for Inappropriate Content for Kids."
CNT-0134,New upload: Video encouraging kids to bully other students as a prank (2024),POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The content encourages bullying, which is a form of harassment, intimidation, and demeaning behavior, fitting the YELLOW tier for Incendiary & Demeaning content."
CNT-0135,Reupload of Video focused entirely on publicly shaming a specific person (2024),POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The content is explicitly described as 'focused entirely on publicly shaming a specific person,' which directly aligns with the policy's definition of content that focuses on shaming or insulting an individual."
CNT-0173,New upload: Political debate using offensive language about ethnic minorities (2,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"The content involves a political debate using offensive language specifically targeting ethnic minorities, which constitutes statements disparaging protected groups."
CNT-0276,Pimple popping compilation by a medical professional with explanations - viewer ,POL-SHOCK,Shocking Content,GREEN,HIGH,"The content involves pimple popping, which can be moderately shocking, but it is presented by a medical professional with explanations, fitting the 'medical or cosmetic procedures that are educational' criteria for the green tier."
CNT-0064,Challenge video eating Carolina Reaper pepper with visible distress | unedited,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a challenge involving eating an extremely hot pepper to the point of visible distress, which constitutes a high-risk activity and shows physical harm or distress in a non-professional environment."
CNT-0064,Challenge video eating Carolina Reaper pepper with visible distress | unedited,POL-SHOCK,Shocking Content,YELLOW,MEDIUM,"Visible distress from eating an extreme pepper, especially in an unedited challenge video, can be considered shocking content with graphic images unobscured, similar to sensational mukbang."
CNT-0064,Challenge video eating Carolina Reaper pepper with visible distress | unedited,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,Challenge videos promoting dangerous acts like eating extreme peppers to the point of visible distress are inappropriate for kids and can encourage negative or harmful behavior.
CNT-0361,Trending: Thumbnail displaying the f-word prominently in large text | unedited,POL-LANG,Inappropriate Language,RED,HIGH,"The content description explicitly states that the 'f-word' is prominently displayed in large text on the thumbnail, which directly matches the RED tier for stronger profanity in thumbnails or titles."
CNT-0253,Viewer requested: Video promoting a new line of flavored vape pens and e-liquids,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content explicitly promotes a new line of flavored vape pens and e-liquids, which falls under the YELLOW tier for content promoting tobacco and tobacco-related products."
CNT-0363,Extended cut: Video with thumbnail showing 18+ adult content warning #trending,POL-ADULT,Adult Content,RED,HIGH,"The content description explicitly states an '18+ adult content warning' in the thumbnail, indicating the presence of sexually explicit or arousing material, which falls under the red tier."
CNT-0199,Reupload of Content promoting white supremacist ideology and symbols (2024),POL-HATE,Hateful & Derogatory Content,RED,HIGH,"The content explicitly promotes white supremacist ideology and symbols, which directly violates the policy against promoting hate groups or symbols and disparaging protected groups."
CNT-0297,New upload: Prank where person is told their spouse died causing extreme distres,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a prank designed to cause extreme emotional distress by falsely informing someone of their spouse's death, which directly matches the YELLOW tier for 'Pranks causing extreme emotional distress'."
CNT-0297,New upload: Prank where person is told their spouse died causing extreme distres,POL-INCEND,Incendiary & Demeaning,YELLOW,MEDIUM,"The prank involves intentionally causing extreme emotional distress through a false claim of death, which can be classified as harassing and demeaning behavior, aligning with the YELLOW tier."
CNT-0500,Viewer requested: Video showing graphic dead bodies with exposed wounds no conte,POL-VIOL,Violence,RED,HIGH,"The content explicitly describes graphic dead bodies with exposed injuries and no educational context, which falls under the RED tier for violence."
CNT-0500,Viewer requested: Video showing graphic dead bodies with exposed wounds no conte,POL-SHOCK,Shocking Content,RED,HIGH,"The description of graphic dead bodies with exposed wounds and no context is highly shocking and gruesome, aligning with the RED tier for shocking content."
CNT-0500,Viewer requested: Video showing graphic dead bodies with exposed wounds no conte,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content featuring graphic dead bodies with exposed wounds is highly inappropriate and disturbing for children, falling under the RED tier for Inappropriate Content for Kids."
CNT-0350,Part 2: Classical art painting showing discernible sexual acts in thumbnail,POL-ADULT,Adult Content,YELLOW,HIGH,"The content description explicitly mentions 'Classical art painting showing discernible sexual acts in thumbnail,' which directly aligns with the YELLOW tier example 'Classical art displaying intercourse in thumbnails.'"
CNT-0445,Video promoting extreme caloric restriction and showing emaciated body - viewer ,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes extreme caloric restriction, which is a dangerous act that can lead to critical harm, aligning with content glorifying dangerous acts."
CNT-0445,Video promoting extreme caloric restriction and showing emaciated body - viewer ,POL-CONTROV,Controversial Issues,RED,HIGH,"The content promotes extreme caloric restriction and shows an emaciated body, which constitutes triggering content related to eating disorders."
CNT-0445,Video promoting extreme caloric restriction and showing emaciated body - viewer ,POL-SHOCK,Shocking Content,RED,HIGH,"The depiction of an emaciated body, especially when combined with the promotion of a harmful act, is considered highly shocking content."
CNT-0485,Woman breastfeeding her infant in a parenting vlog - full version,POL-ADULT,Adult Content,GREEN,HIGH,"The content describes a woman breastfeeding her infant, which is explicitly listed under the GREEN tier for 'breastfeeding with child present'."
CNT-0225,Trending: Video about phone jailbreaking and custom ROM installation #trending,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content describes phone jailbreaking and custom ROM installation, which involves bypassing manufacturer security and gaining unauthorized access to a device's operating system, falling under 'Content teaching unauthorized access'."
CNT-0129,Viewer requested: Kids yoga and fitness routine with animated characters,POL-KIDS,Inappropriate Content for Kids,GREEN,HIGH,"The content describes a 'Kids yoga and fitness routine,' which encourages positive behavior and healthy habits for children, aligning with the green tier for this policy."
CNT-0122,Video about phone jailbreaking and custom ROM installation (2024),POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,Content teaching phone jailbreaking and custom ROM installation falls under 'Content teaching unauthorized access' as it involves bypassing manufacturer security and software restrictions.
CNT-0252,Extended cut: Documentary showing a child being verbally abused by parent - full,POL-CONTROV,Controversial Issues,RED,HIGH,"The content is an 'extended cut: full version' documentary showing a child being verbally abused, which falls under 'descriptive child abuse content' and is highly sensitive, warranting a RED classification."
CNT-0229,Trending: Tattoo procedure video showing the tattooing process with minimal bloo,POL-SHOCK,Shocking Content,GREEN,HIGH,"The content describes a tattoo procedure video showing the process with minimal blood, which falls under 'Medical or cosmetic procedures that are educational' in the green tier for shocking content."
CNT-0451,Part 2: Video showing exposed nudity with clearly visible sexual body parts,POL-ADULT,Adult Content,RED,HIGH,"The content explicitly describes exposed nudity with clearly visible sexual body parts, which directly matches the RED tier criteria for Adult Content."
CNT-0284,New upload: Tattoo procedure video showing the tattooing process with minimal bl,POL-SHOCK,Shocking Content,GREEN,HIGH,"The content describes a tattoo procedure, which is a cosmetic procedure. The mention of 'minimal blood' keeps it within the green tier for medical or cosmetic procedures that are educational."
CNT-0147,BB gun battle without protective gear in public park | unedited,POL-FIRE,Firearms,YELLOW,HIGH,"The content describes a BB gun battle where participants are not wearing protective gear and are in a public park, which directly matches the YELLOW tier description for 'Airsoft or BB guns against others without protective gear' and 'Use of guns outside controlled environment'."
CNT-0147,BB gun battle without protective gear in public park | unedited,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"Engaging in a BB gun battle without protective gear in a public park is a high-risk activity in a non-professional environment, with a clear potential for physical harm, aligning with the YELLOW tier for harmful acts."
CNT-0209,New upload: Animated content for kids featuring adult horror characters like Mom,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content explicitly features 'adult horror characters like Momo' in 'animated content for kids,' which is a direct example of adult themes disguised as kids' content, causing potential distress or harm to minors."
CNT-0209,New upload: Animated content for kids featuring adult horror characters like Mom,POL-SHOCK,Shocking Content,RED,HIGH,"Presenting 'adult horror characters like Momo' in content targeted at children is highly shocking and disturbing, as the character is known for its grotesque appearance and association with harmful internet challenges, making the content's purpose to shock."
CNT-0400,Reupload of Documentary about the history of the war on drugs in America #trendi,POL-DRUG,Recreational Drugs,GREEN,HIGH,"The content is a documentary about the history of the war on drugs, which is considered educational content about drugs and drug policy, aligning with the green tier."
CNT-0400,Reupload of Documentary about the history of the war on drugs in America #trendi,POL-CONTROV,Controversial Issues,GREEN,HIGH,"The 'war on drugs' is a controversial issue, and a historical documentary about it falls under educational or documentary content related to controversial issues, which is green tier."
CNT-0400,Reupload of Documentary about the history of the war on drugs in America #trendi,POL-SENSIT,Sensitive Events,GREEN,MEDIUM,The 'war on drugs' involves sensitive events and loss of life. A historical documentary discussing this topic without exploitation aligns with the green tier for news reporting or documentary content.
CNT-0383,Reupload of Raw footage of soldiers firing weapons in a conflict zone,POL-VIOL,Violence,YELLOW,HIGH,"The content describes raw footage of soldiers firing weapons in a conflict zone, which aligns with 'raw footage of armed conflict without injuries' in the YELLOW tier."
CNT-0383,Reupload of Raw footage of soldiers firing weapons in a conflict zone,POL-FIRE,Firearms,YELLOW,HIGH,"The content involves the 'use of guns outside controlled environment' in a conflict zone, which is explicitly listed under the YELLOW tier."
CNT-0383,Reupload of Raw footage of soldiers firing weapons in a conflict zone,POL-SENSIT,Sensitive Events,GREEN,HIGH,"Raw footage from a conflict zone can be classified as 'news reporting, documentary content, or discussions about sensitive events' if presented neutrally, fitting the GREEN tier."
CNT-0383,Reupload of Raw footage of soldiers firing weapons in a conflict zone,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content depicting real-world violence from a conflict zone, even if raw footage, is highly inappropriate for children and falls under the RED tier for content promoting negative behavior or adult themes."
CNT-0142,Content repeatedly using homophobic slurs as insults,POL-LANG,Inappropriate Language,RED,HIGH,"The content repeatedly uses homophobic slurs, which are classified as extreme profanity and hateful language."
CNT-0142,Content repeatedly using homophobic slurs as insults,POL-HATE,Hateful & Derogatory Content,RED,HIGH,Repeatedly using homophobic slurs as insults constitutes hate or harassment towards a protected group and disparaging statements.
CNT-0237,New upload: Challenge video eating Carolina Reaper pepper with visible distress ,POL-SHOCK,Shocking Content,YELLOW,HIGH,"The content features a challenge involving eating an extremely hot pepper, resulting in visible distress, which can be considered sensational and moderately shocking content."
