content_id,description,disagreement_type,is_disagreement,severity_gap,human_review_priority,llm_policy,llm_severity,llm_confidence,llm_reasoning,rules_policy,rules_severity
CNT-0136,Content claiming a school shooting was staged with crisis actors | unedited,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes a harmful conspiracy theory by denying a real-world tragedy (school shooting), which is a severe fo",None,N/A
CNT-0498,Rap music video titled 'That Sh*t Hits Different' | unedited,"LLM finds violation, rules miss it",True,2,1.6,Inappropriate Language,YELLOW,HIGH,"The content title contains moderate profanity ('Sh*t'), which is explicitly categorized under the YELLOW tier for inappr",None,N/A
CNT-0387,Extended cut: Content claiming that cancer can be cured through diet alone,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes medical misinformation by claiming cancer can be cured through diet alone, which could lead to harm",None,N/A
CNT-0419,Viewer requested: Street fight compilation with visible injuries in educational ,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"Content depicting street fights with visible injuries is highly unsuitable and inappropriate for children, regardless of",None,N/A
CNT-0223,Viewer requested: Documentary about the history of the war on drugs in America |,"LLM finds violation, rules miss it",True,2,1.6,Firearms,YELLOW,MEDIUM,The 'war on drugs' often involves armed conflict and law enforcement operations. 'Unedited' suggests the content may sho,None,N/A
CNT-0489,Reupload of Content glorifying a drug cartel leader and their lifestyle - viewer,"LLM finds violation, rules miss it",True,3,2.4,Recreational Drugs,RED,HIGH,"The content explicitly states 'glorifying a drug cartel leader and their lifestyle,' which directly promotes drug traffi",None,N/A
CNT-0156,New upload: Animated content for kids featuring adult horror characters like Mom,Both classifiers agree,False,0,0.0,Inappropriate Content for Kids,RED,HIGH,"The content is described as 'animated content for kids' but features 'adult horror characters like Momo', which directly",Inappropriate Content for Kids,RED
CNT-0422,Full video: Content glorifying a drug cartel leader and their lifestyle | unedit,"LLM finds violation, rules miss it",True,3,2.4,Recreational Drugs,RED,HIGH,"The content explicitly states it is 'glorifying a drug cartel leader and their lifestyle,' which directly promotes drug ",None,N/A
CNT-0338,Part 2: Video titled 'how to end your life with dignity' with instructions - vie,"LLM finds violation, rules miss it",True,3,2.4,Controversial Issues,RED,HIGH,"The content explicitly provides instructions on 'how to end your life,' which directly falls under the promotion of self",None,N/A
CNT-0486,Trending: Woman breastfeeding her infant in a parenting vlog - viewer discretion,Both classifiers agree,False,0,0.0,Adult Content,GREEN,HIGH,"The content description explicitly states 'Woman breastfeeding her infant', which is categorized as 'breastfeeding with ",Adult Content,GREEN
CNT-0408,Content selling merchandise themed around a recent terrorist attack #trending,"LLM finds violation, rules miss it",True,3,2.4,Sensitive Events,RED,HIGH,"The content is selling merchandise themed around a recent terrorist attack, which directly falls under profiting from or",None,N/A
CNT-0278,New upload: Video about phone jailbreaking and custom ROM installation - viewer ,"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,"The content describes phone jailbreaking and custom ROM installation, which involves gaining unauthorized access to a de",None,N/A
CNT-0364,New upload: Video showing how to break into houses using lockpicking tools | une,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content explicitly shows 'how to break into houses', which glorifies and instructs dangerous and illegal acts, fitti",None,N/A
CNT-0238,Viewer requested: Sex education video explaining contraception methods with diag,Different policies detected entirely,True,2,2.4,Controversial Issues,YELLOW,MEDIUM,"While presented as educational, contraception can be considered a sensitive or controversial topic for some audiences, a",Adult Content,GREEN
CNT-0170,Viewer requested: Prank video where friends pretend to be caught in sexual situa,"LLM finds violation, rules miss it",True,2,1.6,Adult Content,YELLOW,HIGH,"The content description explicitly mentions a 'prank video where friends pretend to be caught in sexual situation,' whic",None,N/A
CNT-0005,Vlog intro music containing the word 'damn' in lyrics,Both classifiers agree,False,0,0.0,Inappropriate Language,GREEN,HIGH,"The content includes the word 'damn' in the lyrics, which is explicitly listed as mild profanity falling under the GREEN",Inappropriate Language,GREEN
CNT-0373,Comedy sketch where host says 'what the hell' and 'damn' throughout | unedited,Both classifiers agree,False,0,0.0,Inappropriate Language,GREEN,HIGH,"The content uses mild profanity such as 'hell' and 'damn' throughout a comedy sketch, which is explicitly categorized as",Inappropriate Language,GREEN
CNT-0314,Full video: Influencer promoting herbal cigarettes as a healthy alternative - fu,Both classifiers agree,False,0,0.0,Tobacco-Related Content,YELLOW,HIGH,"The content features an influencer promoting herbal cigarettes, which are explicitly listed as a tobacco-related product",Tobacco-Related Content,YELLOW
CNT-0316,Reupload of Review comparing different vaping juice flavors and nicotine levels,"LLM finds violation, rules miss it",True,2,1.6,Tobacco-Related Content,YELLOW,HIGH,"The content is a review comparing vaping juice flavors and nicotine levels, which directly promotes tobacco-related prod",None,N/A
CNT-0202,Part 2: Boxing match at professional arena with visible face punches - full vers,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,HIGH,"The content depicts a professional boxing match with visible face punches, which constitutes real-world violence that go",None,N/A
CNT-0268,Extended cut: Content promoting anti-vaccination conspiracy theories as facts - ,Both classifiers agree,False,0,0.0,Harmful Acts & Unreliable Content,RED,HIGH,"The content explicitly promotes anti-vaccination conspiracy theories as facts, which directly falls under the RED tier f",Harmful Acts & Unreliable Content,RED
CNT-0033,Reupload of Graphic depiction of violence between children in schoolyard,"LLM finds violation, rules miss it",True,3,2.4,Violence,RED,HIGH,"The content explicitly describes a 'Graphic depiction of violence' and involves 'children', which aligns with the highes",None,N/A
CNT-0456,New upload: Tutorial on cleaning and maintaining a hunting rifle,"LLM finds violation, rules miss it",True,1,0.8,Firearms,GREEN,HIGH,"The content describes a tutorial on cleaning and maintaining a hunting rifle, which aligns with the green tier descripti",None,N/A
CNT-0097,Viewer requested: Person shooting targets in their backyard near residential are,"LLM finds violation, rules miss it",True,2,1.6,Firearms,YELLOW,HIGH,"The content describes the use of firearms in a backyard near a residential area, which is considered an uncontrolled env",None,N/A
CNT-0329,Dermatologist explaining ear wax removal procedure educationally - full version,"LLM finds violation, rules miss it",True,1,0.8,Shocking Content,GREEN,HIGH,"The content describes a dermatologist explaining an ear wax removal procedure educationally, which falls under medical p",None,N/A
CNT-0261,Guide on creating fake government identification documents | unedited,"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly provides a 'Guide on creating fake government identification documents,' which directly falls und",None,N/A
CNT-0492,Personal recovery story from someone who overcame bulimia,"LLM finds violation, rules miss it",True,2,1.6,Controversial Issues,YELLOW,HIGH,"The content describes an eating disorder recovery story, which is explicitly listed under the YELLOW tier for Controvers",None,N/A
CNT-0101,Viewer requested: Tutorial on how to convert semi-automatic rifle to fully autom,"LLM finds violation, rules miss it",True,3,2.4,Firearms,RED,HIGH,"The content provides a tutorial on how to convert a semi-automatic rifle to fully automatic, which is explicitly listed ",None,N/A
CNT-0421,Personal story about recovering from opioid addiction - full version,"LLM finds violation, rules miss it",True,1,0.8,Recreational Drugs,GREEN,HIGH,"The content is a personal story about recovering from opioid addiction, which directly falls under the 'Drug addiction r",None,N/A
CNT-0321,Part 2: Home video of person accidentally walking into glass door (2024),"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content describes an accident without specifying graphic injury, aligning with the green tier for 'Accidents with no",None,N/A
CNT-0299,Extended cut: Urban exploration of abandoned hospital with documented permission,"LLM finds violation, rules miss it",True,1,0.8,Enabling Dishonest Behavior,GREEN,HIGH,"The content involves exploring abandoned buildings, which is typically associated with trespassing, but explicitly state",None,N/A
CNT-0021,New upload: Hunting video where the moment of kill is indiscernible in the dista,"LLM finds violation, rules miss it",True,2,1.6,Firearms,YELLOW,MEDIUM,"A hunting video strongly implies the use of firearms, and hunting typically occurs outside of a controlled environment l",None,N/A
CNT-0271,Part 2: Personal recovery story from someone who overcame bulimia,"LLM finds violation, rules miss it",True,2,1.6,Controversial Issues,YELLOW,HIGH,"The content describes a personal recovery story from bulimia, which directly aligns with the 'Eating disorder recovery s",None,N/A
CNT-0184,New upload: Content glorifying gang violence and encouraging retaliation #trendi,"LLM finds violation, rules miss it",True,3,2.4,Violence,RED,HIGH,"The content description explicitly states 'glorifying gang violence and encouraging retaliation,' which falls under the ",None,N/A
CNT-0491,Video claiming COVID-19 vaccines contain microchips (2024),"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes COVID-19 misinformation by claiming vaccines contain microchips, which falls under denying medical ",None,N/A
CNT-0497,Part 2: Video encouraging kids to bully other students as a prank | unedited,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"The content explicitly encourages kids to bully other students, which directly falls under promoting negative behavior f",None,N/A
CNT-0245,Viewer requested: Video encouraging kids to bully other students as a prank #tre,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"The content explicitly encourages kids to bully other students, which is a negative behavior for kids and falls under th",None,N/A
CNT-0396,Viewer requested: Political debate using offensive language about ethnic minorit,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"The content involves a political debate using offensive language specifically targeting ethnic minorities, which constit",None,N/A
CNT-0025,Movie scene showing character with visibly broken bones and blood #trending,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,HIGH,"The content describes a movie scene with 'visibly broken bones and blood,' which falls under dramatized content with sev",None,N/A
CNT-0085,Part 2: Music video with rapper shown briefly near a bag of white powder,"LLM finds violation, rules miss it",True,1,0.8,Recreational Drugs,GREEN,HIGH,"The music video features a brief, fleeting depiction of what appears to be illegal drugs, which aligns with the green ti",None,N/A
CNT-0017,Extended cut: Documentary about World War 2 showing fully blurred archival bodie,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content is a documentary about World War 2 showing 'fully blurred archival bodies,' which aligns with the green tier",None,N/A
CNT-0086,GTA gameplay where character completes drug dealing mission - viewer discretion ,"LLM finds violation, rules miss it",True,1,0.8,Recreational Drugs,GREEN,HIGH,"The content explicitly describes 'GTA gameplay where character completes drug dealing mission', which falls under the 'G",None,N/A
CNT-0386,Public debate about immigration policy without hateful rhetoric #trending,"LLM finds violation, rules miss it",True,1,0.8,Controversial Issues,GREEN,HIGH,"The content describes a public debate about immigration policy, which is a controversial issue. However, it explicitly s",None,N/A
CNT-0154,Tutorial on how to install spyware on someone's phone secretly,"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,"The content provides a tutorial on how to secretly install spyware, which constitutes teaching unauthorized access to a ",None,N/A
CNT-0267,Trending: Urban exploration of abandoned hospital with documented permission,"LLM finds violation, rules miss it",True,1,0.8,Enabling Dishonest Behavior,GREEN,HIGH,"The content describes urban exploration of an abandoned building with documented permission, which is explicitly listed ",None,N/A
CNT-0318,Trending: Video harassing and intimidating a small business owner repeatedly (20,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"The content describes repeated harassment and intimidation of a small business owner, which directly falls under the pol",None,N/A
CNT-0469,Discussion video about proposed gun control legislation | unedited,"LLM finds violation, rules miss it",True,1,0.8,Firearms,GREEN,HIGH,"The content is a discussion about gun control legislation, which is explicitly listed as an ads-eligible topic under the",None,N/A
CNT-0367,Full video: Dance video with deliberate camera zoom on sexual body parts | unedi,"LLM finds violation, rules miss it",True,3,2.4,Adult Content,RED,HIGH,"The content explicitly describes a 'deliberate camera zoom on sexual body parts' throughout the unedited video, which is",None,N/A
CNT-0096,New upload: Airsoft team competition video with proper protective equipment,Both classifiers agree,False,0,0.0,Firearms,GREEN,HIGH,"The content describes an airsoft team competition with proper protective equipment, which aligns with the 'Responsible u",Firearms,GREEN
CNT-0094,Part 2: Tutorial on cleaning and maintaining a hunting rifle (2024),"LLM finds violation, rules miss it",True,1,0.8,Firearms,GREEN,HIGH,"The content is a tutorial on cleaning and maintaining a hunting rifle, which falls under 'Firearm assembly for repair or",None,N/A
CNT-0328,Viewer requested: Tutorial on how to install spyware on someone's phone secretly,"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,"The content provides a tutorial on how to secretly install spyware on someone's phone, which directly teaches unauthoriz",None,N/A
CNT-0157,New upload: Dermatologist explaining ear wax removal procedure educationally - v,"LLM finds violation, rules miss it",True,1,0.8,Shocking Content,GREEN,HIGH,"The content describes an educational explanation of an ear wax removal procedure by a dermatologist, which falls under '",None,N/A
CNT-0134,New upload: Video encouraging kids to bully other students as a prank (2024),"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content encourages kids to engage in bullying as a prank, which constitutes glorifying dangerous acts and pranks cau",None,N/A
CNT-0135,Reupload of Video focused entirely on publicly shaming a specific person (2024),Both classifiers agree,False,0,0.0,Incendiary & Demeaning,YELLOW,HIGH,"The content is explicitly described as 'focused entirely on publicly shaming a specific person,' which directly aligns w",Incendiary & Demeaning,YELLOW
CNT-0173,New upload: Political debate using offensive language about ethnic minorities (2,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"The content involves a political debate using offensive language specifically targeting ethnic minorities, which constit",None,N/A
CNT-0276,Pimple popping compilation by a medical professional with explanations - viewer ,"LLM finds violation, rules miss it",True,1,0.8,Shocking Content,GREEN,HIGH,"The content involves pimple popping, which can be moderately shocking, but it is presented by a medical professional wit",None,N/A
CNT-0064,Challenge video eating Carolina Reaper pepper with visible distress | unedited,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,Challenge videos promoting dangerous acts like eating extreme peppers to the point of visible distress are inappropriate,None,N/A
CNT-0361,Trending: Thumbnail displaying the f-word prominently in large text | unedited,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Language,RED,HIGH,"The content description explicitly states that the 'f-word' is prominently displayed in large text on the thumbnail, whi",None,N/A
CNT-0253,Viewer requested: Video promoting a new line of flavored vape pens and e-liquids,Both classifiers agree,False,0,0.0,Tobacco-Related Content,YELLOW,HIGH,"The content explicitly promotes a new line of flavored vape pens and e-liquids, which falls under the YELLOW tier for co",Tobacco-Related Content,YELLOW
CNT-0363,Extended cut: Video with thumbnail showing 18+ adult content warning #trending,"LLM finds violation, rules miss it",True,3,2.4,Adult Content,RED,HIGH,"The content description explicitly states an '18+ adult content warning' in the thumbnail, indicating the presence of se",None,N/A
CNT-0199,Reupload of Content promoting white supremacist ideology and symbols (2024),"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"The content explicitly promotes white supremacist ideology and symbols, which directly violates the policy against promo",None,N/A
CNT-0297,New upload: Prank where person is told their spouse died causing extreme distres,"LLM finds violation, rules miss it",True,2,1.6,Harmful Acts & Unreliable Content,YELLOW,HIGH,The content describes a prank designed to cause extreme emotional distress by falsely informing someone of their spouse',None,N/A
CNT-0500,Viewer requested: Video showing graphic dead bodies with exposed wounds no conte,Both classifiers agree,False,0,0.0,Violence,RED,HIGH,"The content explicitly describes graphic dead bodies with exposed injuries and no educational context, which falls under",Violence,RED
CNT-0350,Part 2: Classical art painting showing discernible sexual acts in thumbnail,"Same policy, different severity tier",True,1,0.9,Adult Content,YELLOW,HIGH,"The content description explicitly mentions 'Classical art painting showing discernible sexual acts in thumbnail,' which",Adult Content,RED
CNT-0445,Video promoting extreme caloric restriction and showing emaciated body - viewer ,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes extreme caloric restriction, which is a dangerous act that can lead to critical harm, aligning with",None,N/A
CNT-0485,Woman breastfeeding her infant in a parenting vlog - full version,Both classifiers agree,False,0,0.0,Adult Content,GREEN,HIGH,"The content describes a woman breastfeeding her infant, which is explicitly listed under the GREEN tier for 'breastfeedi",Adult Content,GREEN
CNT-0225,Trending: Video about phone jailbreaking and custom ROM installation #trending,"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,"The content describes phone jailbreaking and custom ROM installation, which involves bypassing manufacturer security and",None,N/A
CNT-0129,Viewer requested: Kids yoga and fitness routine with animated characters,"LLM finds violation, rules miss it",True,1,0.8,Inappropriate Content for Kids,GREEN,HIGH,"The content describes a 'Kids yoga and fitness routine,' which encourages positive behavior and healthy habits for child",None,N/A
CNT-0122,Video about phone jailbreaking and custom ROM installation (2024),"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,Content teaching phone jailbreaking and custom ROM installation falls under 'Content teaching unauthorized access' as it,None,N/A
CNT-0252,Extended cut: Documentary showing a child being verbally abused by parent - full,"LLM finds violation, rules miss it",True,3,2.4,Controversial Issues,RED,HIGH,"The content is an 'extended cut: full version' documentary showing a child being verbally abused, which falls under 'des",None,N/A
CNT-0229,Trending: Tattoo procedure video showing the tattooing process with minimal bloo,Different policies detected entirely,True,1,1.2,Shocking Content,GREEN,HIGH,"The content describes a tattoo procedure video showing the process with minimal blood, which falls under 'Medical or cos",Violence,GREEN
CNT-0451,Part 2: Video showing exposed nudity with clearly visible sexual body parts,Both classifiers agree,False,0,0.0,Adult Content,RED,HIGH,"The content explicitly describes exposed nudity with clearly visible sexual body parts, which directly matches the RED t",Adult Content,RED
CNT-0284,New upload: Tattoo procedure video showing the tattooing process with minimal bl,Different policies detected entirely,True,1,1.2,Shocking Content,GREEN,HIGH,"The content describes a tattoo procedure, which is a cosmetic procedure. The mention of 'minimal blood' keeps it within ",Violence,GREEN
CNT-0147,BB gun battle without protective gear in public park | unedited,"LLM finds violation, rules miss it",True,2,1.6,Firearms,YELLOW,HIGH,"The content describes a BB gun battle where participants are not wearing protective gear and are in a public park, which",None,N/A
CNT-0209,New upload: Animated content for kids featuring adult horror characters like Mom,Both classifiers agree,False,0,0.0,Inappropriate Content for Kids,RED,HIGH,"The content explicitly features 'adult horror characters like Momo' in 'animated content for kids,' which is a direct ex",Inappropriate Content for Kids,RED
CNT-0400,Reupload of Documentary about the history of the war on drugs in America #trendi,"LLM finds violation, rules miss it",True,1,0.8,Recreational Drugs,GREEN,HIGH,"The content is a documentary about the history of the war on drugs, which is considered educational content about drugs ",None,N/A
CNT-0383,Reupload of Raw footage of soldiers firing weapons in a conflict zone,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"Content depicting real-world violence from a conflict zone, even if raw footage, is highly inappropriate for children an",None,N/A
CNT-0142,Content repeatedly using homophobic slurs as insults,Both classifiers agree,False,0,0.0,Inappropriate Language,RED,HIGH,"The content repeatedly uses homophobic slurs, which are classified as extreme profanity and hateful language.",Inappropriate Language,RED
CNT-0237,New upload: Challenge video eating Carolina Reaper pepper with visible distress ,"LLM finds violation, rules miss it",True,2,1.6,Shocking Content,YELLOW,HIGH,"The content features a challenge involving eating an extremely hot pepper, resulting in visible distress, which can be c",None,N/A
CNT-0210,Part 2: Cooking tutorial showing raw fish being prepared on cutting board,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0099,Step-by-step guide on how to 3D print a functional firearm,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,Providing a guide on how to 3D print a functional firearm constitutes promoting a highly dangerous act that can lead to ,None,N/A
CNT-0431,Full video: News reporter covering a natural disaster aftermath respectfully - v,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,HIGH,The 'natural disaster aftermath' combined with 'viewer discretion advised' suggests the presence of potentially graphic ,None,N/A
CNT-0153,Content denying a documented genocide and calling survivors liars,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"Denying a documented genocide is a severe form of misinformation and unreliable content, akin to denying established his",None,N/A
CNT-0366,New upload: Documentary about the history of the war on drugs in America,"LLM finds violation, rules miss it",True,2,1.6,Controversial Issues,YELLOW,HIGH,"The 'war on drugs' is a widely recognized controversial issue, and a documentary about its history constitutes an educat",None,N/A
CNT-0324,Video making false claims about election fraud to undermine voting,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content makes false claims about election fraud, which directly falls under the 'Election misinformation' criteria i",None,N/A
CNT-0166,New upload: Street fight compilation with visible injuries in educational breakd,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,Content depicting street fights with visible injuries is highly inappropriate and potentially disturbing for a child aud,None,N/A
CNT-0404,Viewer requested: Classical art painting showing discernible sexual acts in thum,"Same policy, different severity tier",True,1,0.9,Adult Content,YELLOW,HIGH,"The content description explicitly states a 'Classical art painting showing discernible sexual acts in thumbnail,' which",Adult Content,RED
CNT-0372,News segment covering abortion legislation changes factually,"LLM finds violation, rules miss it",True,1,0.8,Controversial Issues,GREEN,HIGH,"The content is a factual news segment covering abortion legislation changes, which falls under non-graphic news coverage",None,N/A
CNT-0095,Discussion video about proposed gun control legislation (2024),"LLM finds violation, rules miss it",True,1,0.8,Firearms,GREEN,HIGH,"The content is a discussion about gun control legislation, which is explicitly listed as 'Gun legislation discussions' i",None,N/A
CNT-0378,Trending: Influencer promoting herbal cigarettes as a healthy alternative - full,Different policies detected entirely,True,3,3.6,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes herbal cigarettes as a 'healthy alternative,' which is dangerous health misinformation and encourag",Tobacco-Related Content,YELLOW
CNT-0295,Viewer requested: Video promoting essay writing services for university assignme,Both classifiers agree,False,0,0.0,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly promotes 'essay writing services for university assignments,' which is listed as a RED tier viola",Enabling Dishonest Behavior,RED
CNT-0467,Reupload of Movie scene showing character with visibly broken bones and blood - ,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,HIGH,"The content describes a movie scene with 'visibly broken bones and blood,' which constitutes dramatized content with sev",None,N/A
CNT-0241,Extended cut: Kids channel video showing realistic toy guns being fired,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"The content description explicitly states a 'kids channel video showing realistic toy guns being fired,' which directly ",None,N/A
CNT-0349,Reupload of Content reviewing and comparing different cigar brands favorably #tr,"LLM finds violation, rules miss it",True,2,1.6,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content explicitly reviews and compares cigar brands favorably, which is categorized as 'Tobacco product reviews' un",None,N/A
CNT-0019,Reupload of Self-defense tutorial demonstrating basic blocking techniques,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content describes a self-defense tutorial demonstrating basic blocking techniques, which falls under dramatized non-",None,N/A
CNT-0130,Kids channel video showing realistic toy guns being fired #trending,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"The content description explicitly states 'Kids channel video showing realistic toy guns being fired,' which directly ma",None,N/A
CNT-0091,Full video: Video sharing links to websites where drugs can be purchased online ,"LLM finds violation, rules miss it",True,3,2.4,Recreational Drugs,RED,HIGH,"The video provides direct links to websites where illegal drugs can be purchased, which constitutes instructions on buyi",None,N/A
CNT-0381,Part 2: Prank video where friends pretend to be caught in sexual situation - vie,"LLM finds violation, rules miss it",True,2,1.6,Adult Content,YELLOW,HIGH,"The content description explicitly states it is a 'prank video where friends pretend to be caught in sexual situation,' ",None,N/A
CNT-0152,Video promoting a new line of flavored vape pens and e-liquids #trending,Both classifiers agree,False,0,0.0,Tobacco-Related Content,YELLOW,HIGH,"The content description explicitly states it is a video promoting a new line of flavored vape pens and e-liquids, which ",Tobacco-Related Content,YELLOW
CNT-0390,Reupload of Step-by-step guide on how to 3D print a functional firearm - viewer ,"LLM finds violation, rules miss it",True,3,2.4,Firearms,RED,HIGH,"The content provides a step-by-step guide on how to 3D print a functional firearm, which directly violates the RED tier ",None,N/A
CNT-0298,Reupload of Video using clickbait title about recent tragedy to get views,"LLM finds violation, rules miss it",True,3,2.4,Sensitive Events,RED,HIGH,"The content uses a clickbait title about a recent tragedy specifically to gain views, which directly exploits a sensitiv",None,N/A
CNT-0078,Full video: Video stating all people of a certain nationality are inferior,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"The content explicitly states that an entire nationality is inferior, which constitutes statements disparaging a protect",None,N/A
CNT-0162,Full video: Car crash dashcam footage with strong moment of impact (2024),"LLM finds violation, rules miss it",True,2,1.6,Shocking Content,YELLOW,HIGH,"The content description explicitly mentions 'strong moment of impact' in a car crash, which directly aligns with the 'Hi",None,N/A
CNT-0274,New upload: Professional wingsuit flying over mountains filmed with drone,"LLM finds violation, rules miss it",True,1,0.8,Harmful Acts & Unreliable Content,GREEN,HIGH,"Professional wingsuit flying is a high-risk activity, but the 'professional' aspect indicates it is performed in a contr",None,N/A
CNT-0258,Extended cut: Video promoting a specific online gun store with discount codes - ,"LLM finds violation, rules miss it",True,3,2.4,Firearms,RED,HIGH,"The video promotes a specific online gun store and offers discount codes, which directly falls under the RED tier for pr",None,N/A
CNT-0018,Part 2: Boxing match at professional arena with visible face punches (2024),"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"Professional boxing matches, even with visible punches, are regulated sports and are generally considered mild violence ",None,N/A
CNT-0323,Podcast episode where hosts use 'shit' multiple times in conversation (2024),"LLM finds violation, rules miss it",True,1,0.8,Inappropriate Language,GREEN,HIGH,"The content features moderate profanity ('shit') used multiple times in conversation, which falls under the green tier f",None,N/A
CNT-0039,Full video: Classical art painting showing discernible sexual acts in thumbnail ,Both classifiers agree,False,0,0.0,Adult Content,RED,HIGH,"The content description indicates the full video contains 'discernible sexual acts,' which falls under the Red tier for ",Adult Content,RED
CNT-0348,Extended cut: Tattoo procedure video showing the tattooing process with minimal ,Different policies detected entirely,True,1,1.2,Shocking Content,GREEN,HIGH,"The content describes a tattoo procedure video with minimal blood, which falls under the 'Medical or cosmetic procedures",Violence,GREEN
CNT-0442,Part 2: Cooking tutorial showing raw fish being prepared on cutting board #trend,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0436,Full video: BB gun battle without protective gear in public park - viewer discre,"LLM finds violation, rules miss it",True,2,1.6,Firearms,YELLOW,HIGH,"The content describes a 'BB gun battle without protective gear', which directly matches the YELLOW tier description for ",None,N/A
CNT-0083,Trending: Documentary about the history of the war on drugs in America - viewer ,"LLM finds violation, rules miss it",True,1,0.8,Recreational Drugs,GREEN,HIGH,"The content is described as a 'documentary about the history of the war on drugs,' which aligns with the green tier for ",None,N/A
CNT-0355,Part 2: News segment covering abortion legislation changes factually - viewer di,"LLM finds violation, rules miss it",True,1,0.8,Controversial Issues,GREEN,HIGH,"The content is described as a factual news segment covering abortion legislation changes, which aligns with 'Non-graphic",None,N/A
CNT-0163,Extended cut: Video claiming COVID-19 vaccines contain microchips (2024),"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes COVID-19 misinformation by falsely claiming vaccines contain microchips, which falls under the RED ",None,N/A
CNT-0495,Viewer requested: Video showing graphic dead bodies with exposed wounds no conte,Both classifiers agree,False,0,0.0,Violence,RED,HIGH,"The content explicitly describes 'graphic dead bodies with exposed wounds no context', which falls under the RED tier fo",Violence,RED
CNT-0239,Content claiming a school shooting was staged with crisis actors - viewer discre,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes dangerous misinformation by claiming a real-world tragedy was staged, which is analogous to denying",None,N/A
CNT-0226,Part 2: History channel showing dead bodies with visible wounds in documentary -,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,HIGH,"The content describes dead bodies with visible wounds in an educational/documentary setting, which aligns with the YELLO",None,N/A
